vehicle_id,Model_Year,Make,Model,Vehicle_Class,Vehicle_Type,Engine_Size_L,Cylinders,Motor_kW,Transmission,Fuel_Type_Primary,Fuel_Type_Secondary,Fuel_Cons_City_L100km,Fuel_Cons_Hwy_L100km,Fuel_Cons_Comb_L100km,Fuel_Cons_Comb_mpg,Elec_Cons_City_kWh100km,Elec_Cons_Hwy_kWh100km,Elec_Cons_Comb_kWh100km,Elec_Range_km,Total_Range_km,Recharge_Time_h,CO2_Emissions_g_km,CO2_Rating,Smog_Rating,is_bev,is_phev,is_conv_hybrid
BMW_M6_Compact_Conventional/Hybrid_AM7,,BMW,M6,Compact,Conventional/Hybrid,4.4,8.0,,AM7,Z,,17.3,11.5,14.7,19.0,,,,,,,338,,,0,0,1
BMW_M6_Compact_Conventional/Hybrid_M6,,BMW,M6,Compact,Conventional/Hybrid,4.4,8.0,,M6,Z,,16.2,10.9,13.8,20.0,,,,,,,317,,,0,0,1
BMW_M6 CABRIOLET_Subcompact_Conventional/Hybrid_AM7,,BMW,M6 CABRIOLET,Subcompact,Conventional/Hybrid,4.4,8.0,,AM7,Z,,17.3,11.5,14.7,19.0,,,,,,,338,,,0,0,1
BMW_M6 CABRIOLET_Subcompact_Conventional/Hybrid_M6,,BMW,M6 CABRIOLET,Subcompact,Conventional/Hybrid,4.4,8.0,,M6,Z,,16.2,10.9,13.8,20.0,,,,,,,317,,,0,0,1
BMW_M6 GRAN COUPE_Compact_Conventional/Hybrid_AM7,,BMW,M6 GRAN COUPE,Compact,Conventional/Hybrid,4.4,8.0,,AM7,Z,,17.3,11.5,14.7,19.0,,,,,,,338,,,0,0,1
BMW_M6 GRAN COUPE_Compact_Conventional/Hybrid_M6,,BMW,M6 GRAN COUPE,Compact,Conventional/Hybrid,4.4,8.0,,M6,Z,,16.2,10.9,13.8,20.0,,,,,,,317,,,0,0,1
BMW_X1 xDRIVE28i_Suv - Small_Conventional/Hybrid_A8,,BMW,X1 xDRIVE28i,Suv - Small,Conventional/Hybrid,2.0,4.0,,A8,Z,,10.6,7.2,9.1,31.0,,,,,,,209,,,0,0,1
BMW_X1 xDRIVE35i_Suv - Small_Conventional/Hybrid_A6,,BMW,X1 xDRIVE35i,Suv - Small,Conventional/Hybrid,3.0,6.0,,A6,Z,,13.2,8.9,11.3,25.0,,,,,,,260,,,0,0,1
BMW_X3 xDRIVE28i_Suv - Small_Conventional/Hybrid_A8,,BMW,X3 xDRIVE28i,Suv - Small,Conventional/Hybrid,2.0,4.0,,A8,Z,,11.2,8.5,10.0,28.0,,,,,,,230,,,0,0,1
BMW_X3 xDRIVE35i_Suv - Small_Conventional/Hybrid_A8,,BMW,X3 xDRIVE35i,Suv - Small,Conventional/Hybrid,3.0,6.0,,A8,Z,,12.6,9.1,11.0,26.0,,,,,,,253,,,0,0,1
BMW_X5 xDRIVE35i_Suv - Standard_Conventional/Hybrid_A8,,BMW,X5 xDRIVE35i,Suv - Standard,Conventional/Hybrid,3.0,6.0,,A8,Z,,12.9,8.8,11.1,25.0,,,,,,,255,,,0,0,1
BMW_X5 xDRIVE50i_Suv - Standard_Conventional/Hybrid_A8,,BMW,X5 xDRIVE50i,Suv - Standard,Conventional/Hybrid,4.4,8.0,,A8,Z,,16.3,10.9,13.9,20.0,,,,,,,320,,,0,0,1
BMW_X6 M_Suv - Standard_Conventional/Hybrid_A6,,BMW,X6 M,Suv - Standard,Conventional/Hybrid,4.4,8.0,,A6,Z,,18.1,13.7,16.1,18.0,,,,,,,370,,,0,0,1
BMW_X6 xDRIVE35i_Suv - Standard_Conventional/Hybrid_A8,,BMW,X6 xDRIVE35i,Suv - Standard,Conventional/Hybrid,3.0,6.0,,A8,Z,,13.6,9.8,11.9,24.0,,,,,,,274,,,0,0,1
BMW_X6 xDRIVE50i_Suv - Standard_Conventional/Hybrid_A8,,BMW,X6 xDRIVE50i,Suv - Standard,Conventional/Hybrid,4.4,8.0,,A8,Z,,16.4,11.3,14.1,20.0,,,,,,,324,,,0,0,1
BMW_Z4 sDRIVE28i_Two-Seater_Conventional/Hybrid_A8,,BMW,Z4 sDRIVE28i,Two-Seater,Conventional/Hybrid,2.0,4.0,,A8,Z,,10.8,7.1,9.1,31.0,,,,,,,209,,,0,0,1
BMW_Z4 sDRIVE28i_Two-Seater_Conventional/Hybrid_M6,,BMW,Z4 sDRIVE28i,Two-Seater,Conventional/Hybrid,2.0,4.0,,M6,Z,,10.4,6.7,8.7,32.0,,,,,,,200,,,0,0,1
BMW_Z4 sDRIVE35i_Two-Seater_Conventional/Hybrid_AM7,,BMW,Z4 sDRIVE35i,Two-Seater,Conventional/Hybrid,3.0,6.0,,AM7,Z,,13.7,10.1,12.1,23.0,,,,,,,278,,,0,0,1
BMW_Z4 sDRIVE35i_Two-Seater_Conventional/Hybrid_M6,,BMW,Z4 sDRIVE35i,Two-Seater,Conventional/Hybrid,3.0,6.0,,M6,Z,,12.7,9.0,11.0,26.0,,,,,,,253,,,0,0,1
BMW_Z4 sDRIVE35is_Two-Seater_Conventional/Hybrid_AM7,,BMW,Z4 sDRIVE35is,Two-Seater,Conventional/Hybrid,3.0,6.0,,AM7,Z,,13.7,10.1,12.1,23.0,,,,,,,278,,,0,0,1
BUICK_ENCLAVE_Suv - Standard_Conventional/Hybrid_A6,,BUICK,ENCLAVE,Suv - Standard,Conventional/Hybrid,3.6,6.0,,A6,X,,14.3,9.9,12.3,23.0,,,,,,,283,,,0,0,1
BUICK_ENCLAVE AWD_Suv - Standard_Conventional/Hybrid_A6,,BUICK,ENCLAVE AWD,Suv - Standard,Conventional/Hybrid,3.6,6.0,,A6,X,,14.6,10.2,12.6,22.0,,,,,,,290,,,0,0,1
BUICK_ENCORE_Suv - Small_Conventional/Hybrid_AS6,,BUICK,ENCORE,Suv - Small,Conventional/Hybrid,1.4,4.0,,AS6,X,,9.5,7.2,8.5,33.0,,,,,,,196,,,0,0,1
BUICK_ENCORE AWD_Suv - Small_Conventional/Hybrid_AS6,,BUICK,ENCORE AWD,Suv - Small,Conventional/Hybrid,1.4,4.0,,AS6,X,,10.2,8.0,9.2,31.0,,,,,,,212,,,0,0,1
BUICK_LACROSSE_Mid-Size_Conventional/Hybrid_AS6,,BUICK,LACROSSE,Mid-Size,Conventional/Hybrid,3.6,6.0,,AS6,X,,13.7,8.7,11.5,25.0,,,,,,,264,,,0,0,1
BUICK_LACROSSE_Mid-Size_Conventional/Hybrid_AS6,,BUICK,LACROSSE,Mid-Size,Conventional/Hybrid,3.6,6.0,,AS6,E,,18.4,12.2,15.6,18.0,,,,,,,250,,,0,0,1
BUICK_LACROSSE AWD_Mid-Size_Conventional/Hybrid_AS6,,BUICK,LACROSSE AWD,Mid-Size,Conventional/Hybrid,3.6,6.0,,AS6,X,,13.7,8.9,11.5,25.0,,,,,,,264,,,0,0,1
BUICK_LACROSSE AWD_Mid-Size_Conventional/Hybrid_AS6,,BUICK,LACROSSE AWD,Mid-Size,Conventional/Hybrid,3.6,6.0,,AS6,E,,19.4,13.0,16.5,17.0,,,,,,,264,,,0,0,1
BUICK_LACROSSE eASSIST_Mid-Size_Conventional/Hybrid_AS6,,BUICK,LACROSSE eASSIST,Mid-Size,Conventional/Hybrid,2.4,4.0,,AS6,X,,9.6,6.5,8.2,34.0,,,,,,,189,,,0,0,1
BUICK_REGAL_Mid-Size_Conventional/Hybrid_AS6,,BUICK,REGAL,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,Z,,11.5,7.9,9.9,29.0,,,,,,,228,,,0,0,1
BUICK_REGAL_Mid-Size_Conventional/Hybrid_M6,,BUICK,REGAL,Mid-Size,Conventional/Hybrid,2.0,4.0,,M6,Z,,11.6,7.5,9.8,29.0,,,,,,,225,,,0,0,1
BUICK_REGAL AWD_Mid-Size_Conventional/Hybrid_AS6,,BUICK,REGAL AWD,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,Z,,12.3,8.7,10.7,26.0,,,,,,,246,,,0,0,1
BUICK_REGAL eASSIST_Mid-Size_Conventional/Hybrid_AS6,,BUICK,REGAL eASSIST,Mid-Size,Conventional/Hybrid,2.4,4.0,,AS6,X,,9.6,6.5,8.2,34.0,,,,,,,189,,,0,0,1
BUICK_VERANO_Compact_Conventional/Hybrid_AS6,,BUICK,VERANO,Compact,Conventional/Hybrid,2.0,4.0,,AS6,Z,,11.5,7.9,9.9,29.0,,,,,,,228,,,0,0,1
BUICK_VERANO_Compact_Conventional/Hybrid_M6,,BUICK,VERANO,Compact,Conventional/Hybrid,2.0,4.0,,M6,Z,,11.6,7.5,9.8,29.0,,,,,,,225,,,0,0,1
BUICK_VERANO_Compact_Conventional/Hybrid_AS6,,BUICK,VERANO,Compact,Conventional/Hybrid,2.4,4.0,,AS6,X,,11.3,7.4,9.5,30.0,,,,,,,218,,,0,0,1
CADILLAC_ATS_Compact_Conventional/Hybrid_AS6,,CADILLAC,ATS,Compact,Conventional/Hybrid,2.0,4.0,,AS6,Z,,11.3,7.5,9.6,29.0,,,,,,,221,,,0,0,1
CADILLAC_ATS_Compact_Conventional/Hybrid_M6,,CADILLAC,ATS,Compact,Conventional/Hybrid,2.0,4.0,,M6,Z,,12.1,7.9,10.2,28.0,,,,,,,235,,,0,0,1
CADILLAC_ATS_Compact_Conventional/Hybrid_AS6,,CADILLAC,ATS,Compact,Conventional/Hybrid,2.5,4.0,,AS6,X,,10.5,7.2,9.0,31.0,,,,,,,207,,,0,0,1
CADILLAC_ATS_Compact_Conventional/Hybrid_AS6,,CADILLAC,ATS,Compact,Conventional/Hybrid,3.6,6.0,,AS6,X,,12.8,8.5,10.9,26.0,,,,,,,251,,,0,0,1
CADILLAC_ATS AWD_Compact_Conventional/Hybrid_AS6,,CADILLAC,ATS AWD,Compact,Conventional/Hybrid,2.0,4.0,,AS6,Z,,11.8,8.1,10.1,28.0,,,,,,,232,,,0,0,1
CADILLAC_ATS AWD_Compact_Conventional/Hybrid_AS6,,CADILLAC,ATS AWD,Compact,Conventional/Hybrid,3.6,6.0,,AS6,X,,13.1,9.0,11.3,25.0,,,,,,,260,,,0,0,1
CADILLAC_CTS COUPE_Mid-Size_Conventional/Hybrid_AS6,,CADILLAC,CTS COUPE,Mid-Size,Conventional/Hybrid,3.6,6.0,,AS6,X,,13.2,8.7,11.2,25.0,,,,,,,258,,,0,0,1
CADILLAC_CTS COUPE AWD_Mid-Size_Conventional/Hybrid_AS6,,CADILLAC,CTS COUPE AWD,Mid-Size,Conventional/Hybrid,3.6,6.0,,AS6,X,,13.3,9.0,11.4,25.0,,,,,,,262,,,0,0,1
CADILLAC_CTS SEDAN_Mid-Size_Conventional/Hybrid_AS6,,CADILLAC,CTS SEDAN,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,Z,,11.9,7.9,10.1,28.0,,,,,,,232,,,0,0,1
CADILLAC_CTS SEDAN_Mid-Size_Conventional/Hybrid_AS8,,CADILLAC,CTS SEDAN,Mid-Size,Conventional/Hybrid,3.6,6.0,,AS8,X,,12.9,8.2,10.8,26.0,,,,,,,248,,,0,0,1
CADILLAC_CTS SEDAN AWD_Mid-Size_Conventional/Hybrid_AS6,,CADILLAC,CTS SEDAN AWD,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,Z,,12.6,8.5,10.8,26.0,,,,,,,248,,,0,0,1
CADILLAC_CTS SEDAN AWD_Mid-Size_Conventional/Hybrid_AS6,,CADILLAC,CTS SEDAN AWD,Mid-Size,Conventional/Hybrid,3.6,6.0,,AS6,X,,13.1,9.0,11.3,25.0,,,,,,,260,,,0,0,1
CADILLAC_CTS SEDAN Vsport_Mid-Size_Conventional/Hybrid_AS8,,CADILLAC,CTS SEDAN Vsport,Mid-Size,Conventional/Hybrid,3.6,6.0,,AS8,Z,,15.1,9.9,12.8,22.0,,,,,,,294,,,0,0,1
CADILLAC_CTS SPORT WAGON_Station Wagon - Small_Conventional/Hybrid_AS6,,CADILLAC,CTS SPORT WAGON,Station Wagon - Small,Conventional/Hybrid,3.0,6.0,,AS6,X,,12.7,8.9,11.0,26.0,,,,,,,253,,,0,0,1
CADILLAC_CTS SPORT WAGON_Station Wagon - Small_Conventional/Hybrid_AS6,,CADILLAC,CTS SPORT WAGON,Station Wagon - Small,Conventional/Hybrid,3.6,6.0,,AS6,X,,13.3,8.9,11.3,25.0,,,,,,,260,,,0,0,1
CADILLAC_CTS SPORT WAGON AWD_Station Wagon - Small_Conventional/Hybrid_AS6,,CADILLAC,CTS SPORT WAGON AWD,Station Wagon - Small,Conventional/Hybrid,3.0,6.0,,AS6,X,,12.8,9.1,11.1,25.0,,,,,,,255,,,0,0,1
CADILLAC_CTS SPORT WAGON AWD_Station Wagon - Small_Conventional/Hybrid_AS6,,CADILLAC,CTS SPORT WAGON AWD,Station Wagon - Small,Conventional/Hybrid,3.6,6.0,,AS6,X,,13.3,9.0,11.4,25.0,,,,,,,262,,,0,0,1
CADILLAC_CTS-V COUPE_Mid-Size_Conventional/Hybrid_AS6,,CADILLAC,CTS-V COUPE,Mid-Size,Conventional/Hybrid,6.2,8.0,,AS6,Z,,19.7,12.9,16.6,17.0,,,,,,,382,,,0,0,1
CADILLAC_CTS-V COUPE_Mid-Size_Conventional/Hybrid_M6,,CADILLAC,CTS-V COUPE,Mid-Size,Conventional/Hybrid,6.2,8.0,,M6,Z,,16.7,12.5,14.8,19.0,,,,,,,340,,,0,0,1
CADILLAC_CTS-V SEDAN_Mid-Size_Conventional/Hybrid_AS6,,CADILLAC,CTS-V SEDAN,Mid-Size,Conventional/Hybrid,6.2,8.0,,AS6,Z,,19.7,12.9,16.6,17.0,,,,,,,382,,,0,0,1
CADILLAC_CTS-V SEDAN_Mid-Size_Conventional/Hybrid_M6,,CADILLAC,CTS-V SEDAN,Mid-Size,Conventional/Hybrid,6.2,8.0,,M6,Z,,16.7,12.5,14.8,19.0,,,,,,,340,,,0,0,1
CADILLAC_CTS-V SPORT WAGON_Station Wagon - Small_Conventional/Hybrid_AS6,,CADILLAC,CTS-V SPORT WAGON,Station Wagon - Small,Conventional/Hybrid,6.2,8.0,,AS6,Z,,19.7,12.9,16.6,17.0,,,,,,,382,,,0,0,1
CADILLAC_CTS-V SPORT WAGON_Station Wagon - Small_Conventional/Hybrid_M6,,CADILLAC,CTS-V SPORT WAGON,Station Wagon - Small,Conventional/Hybrid,6.2,8.0,,M6,Z,,16.7,12.5,14.8,19.0,,,,,,,340,,,0,0,1
CADILLAC_ESCALADE AWD_Suv - Standard_Conventional/Hybrid_A6,,CADILLAC,ESCALADE AWD,Suv - Standard,Conventional/Hybrid,6.2,8.0,,A6,Z,,17.0,11.8,14.7,19.0,,,,,,,338,,,0,0,1
CADILLAC_ESCALADE AWD_Suv - Standard_Conventional/Hybrid_A6,,CADILLAC,ESCALADE AWD,Suv - Standard,Conventional/Hybrid,6.2,8.0,,A6,E,,23.3,16.1,20.1,14.0,,,,,,,322,,,0,0,1
CADILLAC_ESCALADE ESV AWD_Suv - Standard_Conventional/Hybrid_A6,,CADILLAC,ESCALADE ESV AWD,Suv - Standard,Conventional/Hybrid,6.2,8.0,,A6,Z,,18.8,13.4,16.4,17.0,,,,,,,377,,,0,0,1
CADILLAC_ESCALADE ESV AWD_Suv - Standard_Conventional/Hybrid_A6,,CADILLAC,ESCALADE ESV AWD,Suv - Standard,Conventional/Hybrid,6.2,8.0,,A6,E,,25.7,17.8,22.1,13.0,,,,,,,354,,,0,0,1
CADILLAC_SRX_Suv - Standard_Conventional/Hybrid_AS6,,CADILLAC,SRX,Suv - Standard,Conventional/Hybrid,3.6,6.0,,AS6,X,,14.3,9.8,12.3,23.0,,,,,,,283,,,0,0,1
CADILLAC_SRX AWD_Suv - Standard_Conventional/Hybrid_AS6,,CADILLAC,SRX AWD,Suv - Standard,Conventional/Hybrid,3.6,6.0,,AS6,X,,14.8,10.4,12.8,22.0,,,,,,,294,,,0,0,1
CADILLAC_XTS_Full-Size_Conventional/Hybrid_AS6,,CADILLAC,XTS,Full-Size,Conventional/Hybrid,3.6,6.0,,AS6,X,,13.6,8.6,11.4,25.0,,,,,,,262,,,0,0,1
CADILLAC_XTS AWD_Full-Size_Conventional/Hybrid_AS6,,CADILLAC,XTS AWD,Full-Size,Conventional/Hybrid,3.6,6.0,,AS6,X,,14.0,9.1,11.8,24.0,,,,,,,271,,,0,0,1
CADILLAC_XTS Vsport AWD_Full-Size_Conventional/Hybrid_AS6,,CADILLAC,XTS Vsport AWD,Full-Size,Conventional/Hybrid,3.6,6.0,,AS6,Z,,14.8,9.8,12.6,22.0,,,,,,,290,,,0,0,1
CHEVROLET_CAMARO_Compact_Conventional/Hybrid_AS6,,CHEVROLET,CAMARO,Compact,Conventional/Hybrid,3.6,6.0,,AS6,X,,13.2,8.7,11.2,25.0,,,,,,,258,,,0,0,1
CHEVROLET_CAMARO_Compact_Conventional/Hybrid_M6,,CHEVROLET,CAMARO,Compact,Conventional/Hybrid,3.6,6.0,,M6,X,,14.2,8.6,11.7,24.0,,,,,,,269,,,0,0,1
CHEVROLET_CAMARO 2LS_Compact_Conventional/Hybrid_AS6,,CHEVROLET,CAMARO 2LS,Compact,Conventional/Hybrid,3.6,6.0,,AS6,X,,12.7,7.9,10.5,27.0,,,,,,,242,,,0,0,1
CHEVROLET_CAMARO SS_Compact_Conventional/Hybrid_AS6,,CHEVROLET,CAMARO SS,Compact,Conventional/Hybrid,6.2,8.0,,AS6,Z,,15.3,9.8,12.8,22.0,,,,,,,294,,,0,0,1
CHEVROLET_CAMARO SS_Compact_Conventional/Hybrid_M6,,CHEVROLET,CAMARO SS,Compact,Conventional/Hybrid,6.2,8.0,,M6,Z,,15.0,9.9,12.7,22.0,,,,,,,292,,,0,0,1
CHEVROLET_CAMARO ZL1_Compact_Conventional/Hybrid_AS6,,CHEVROLET,CAMARO ZL1,Compact,Conventional/Hybrid,6.2,8.0,,AS6,Z,,19.7,12.9,16.6,17.0,,,,,,,382,,,0,0,1
CHEVROLET_CAMARO ZL1_Compact_Conventional/Hybrid_M6,,CHEVROLET,CAMARO ZL1,Compact,Conventional/Hybrid,6.2,8.0,,M6,Z,,16.7,12.5,14.8,19.0,,,,,,,340,,,0,0,1
CHEVROLET_CORVETTE_Two-Seater_Conventional/Hybrid_AS6,,CHEVROLET,CORVETTE,Two-Seater,Conventional/Hybrid,6.2,8.0,,AS6,Z,,14.9,8.5,12.0,24.0,,,,,,,276,,,0,0,1
CHEVROLET_CORVETTE_Two-Seater_Conventional/Hybrid_M7,,CHEVROLET,CORVETTE,Two-Seater,Conventional/Hybrid,6.2,8.0,,M7,Z,,13.7,8.2,11.2,25.0,,,,,,,258,,,0,0,1
CHEVROLET_CRUZE_Mid-Size_Conventional/Hybrid_AS6,,CHEVROLET,CRUZE,Mid-Size,Conventional/Hybrid,1.4,4.0,,AS6,X,,9.1,6.3,7.8,36.0,,,,,,,179,,,0,0,1
CHEVROLET_CRUZE_Mid-Size_Conventional/Hybrid_M6,,CHEVROLET,CRUZE,Mid-Size,Conventional/Hybrid,1.4,4.0,,M6,X,,9.1,6.3,7.8,36.0,,,,,,,179,,,0,0,1
CHEVROLET_CRUZE_Mid-Size_Conventional/Hybrid_AS6,,CHEVROLET,CRUZE,Mid-Size,Conventional/Hybrid,1.8,4.0,,AS6,X,,10.5,6.7,8.8,32.0,,,,,,,202,,,0,0,1
CHEVROLET_CRUZE_Mid-Size_Conventional/Hybrid_M6,,CHEVROLET,CRUZE,Mid-Size,Conventional/Hybrid,1.8,4.0,,M6,X,,9.5,6.5,8.2,34.0,,,,,,,189,,,0,0,1
CHEVROLET_CRUZE DIESEL_Mid-Size_Conventional/Hybrid_AS6,,CHEVROLET,CRUZE DIESEL,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,D,,8.7,5.1,7.1,40.0,,,,,,,192,,,0,0,1
CHEVROLET_CRUZE ECO_Mid-Size_Conventional/Hybrid_A6,,CHEVROLET,CRUZE ECO,Mid-Size,Conventional/Hybrid,1.4,4.0,,A6,X,,9.1,6.0,7.7,37.0,,,,,,,177,,,0,0,1
CHEVROLET_CRUZE ECO_Mid-Size_Conventional/Hybrid_M6,,CHEVROLET,CRUZE ECO,Mid-Size,Conventional/Hybrid,1.4,4.0,,M6,X,,8.4,5.6,7.1,40.0,,,,,,,163,,,0,0,1
CHEVROLET_EQUINOX_Suv - Small_Conventional/Hybrid_A6,,CHEVROLET,EQUINOX,Suv - Small,Conventional/Hybrid,2.4,4.0,,A6,X,,10.5,7.3,9.1,31.0,,,,,,,209,,,0,0,1
CHEVROLET_EQUINOX_Suv - Small_Conventional/Hybrid_A6,,CHEVROLET,EQUINOX,Suv - Small,Conventional/Hybrid,3.6,6.0,,A6,X,,13.9,9.6,12.0,24.0,,,,,,,276,,,0,0,1
CHEVROLET_EQUINOX_Suv - Small_Conventional/Hybrid_A6,,CHEVROLET,EQUINOX,Suv - Small,Conventional/Hybrid,3.6,6.0,,A6,E,,18.8,13.1,16.2,17.0,,,,,,,259,,,0,0,1
CHEVROLET_EQUINOX AWD_Suv - Small_Conventional/Hybrid_A6,,CHEVROLET,EQUINOX AWD,Suv - Small,Conventional/Hybrid,2.4,4.0,,A6,X,,11.5,8.2,10.0,28.0,,,,,,,230,,,0,0,1
CHEVROLET_EQUINOX AWD_Suv - Small_Conventional/Hybrid_A6,,CHEVROLET,EQUINOX AWD,Suv - Small,Conventional/Hybrid,3.6,6.0,,A6,X,,14.8,9.9,12.6,22.0,,,,,,,290,,,0,0,1
CHEVROLET_EQUINOX AWD_Suv - Small_Conventional/Hybrid_A6,,CHEVROLET,EQUINOX AWD,Suv - Small,Conventional/Hybrid,3.6,6.0,,A6,E,,19.8,13.6,17.0,17.0,,,,,,,272,,,0,0,1
CHEVROLET_EXPRESS 1500 CARGO_Van - Cargo_Conventional/Hybrid_A4,,CHEVROLET,EXPRESS 1500 CARGO,Van - Cargo,Conventional/Hybrid,4.3,6.0,,A4,X,,17.1,12.7,15.1,19.0,,,,,,,347,,,0,0,1
CHEVROLET_EXPRESS 1500 CARGO_Van - Cargo_Conventional/Hybrid_A4,,CHEVROLET,EXPRESS 1500 CARGO,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,X,,18.0,13.4,15.9,18.0,,,,,,,366,,,0,0,1
CHEVROLET_EXPRESS 1500 CARGO_Van - Cargo_Conventional/Hybrid_A4,,CHEVROLET,EXPRESS 1500 CARGO,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,E,,23.5,17.7,20.9,14.0,,,,,,,334,,,0,0,1
CHEVROLET_EXPRESS 1500 CARGO AWD_Van - Cargo_Conventional/Hybrid_A4,,CHEVROLET,EXPRESS 1500 CARGO AWD,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,X,,18.3,14.2,16.5,17.0,,,,,,,380,,,0,0,1
CHEVROLET_EXPRESS 1500 CARGO AWD_Van - Cargo_Conventional/Hybrid_A4,,CHEVROLET,EXPRESS 1500 CARGO AWD,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,E,,23.7,18.8,21.5,13.0,,,,,,,344,,,0,0,1
CHEVROLET_EXPRESS 1500 CARGO CONV_Van - Cargo_Conventional/Hybrid_A4,,CHEVROLET,EXPRESS 1500 CARGO CONV,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,X,,18.6,13.9,16.5,17.0,,,,,,,380,,,0,0,1
CHEVROLET_EXPRESS 1500 CARGO CONV_Van - Cargo_Conventional/Hybrid_A4,,CHEVROLET,EXPRESS 1500 CARGO CONV,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,E,,23.9,18.5,21.5,13.0,,,,,,,344,,,0,0,1
CHEVROLET_EXPRESS 1500 CARGO CONV AWD_Van - Cargo_Conventional/Hybrid_A4,,CHEVROLET,EXPRESS 1500 CARGO CONV AWD,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,X,,18.3,14.2,16.5,17.0,,,,,,,380,,,0,0,1
CHEVROLET_EXPRESS 1500 CARGO CONV AWD_Van - Cargo_Conventional/Hybrid_A4,,CHEVROLET,EXPRESS 1500 CARGO CONV AWD,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,E,,25.3,19.3,22.6,12.0,,,,,,,362,,,0,0,1
CHEVROLET_EXPRESS 1500 PASSENGER_Van - Passenger_Conventional/Hybrid_A4,,CHEVROLET,EXPRESS 1500 PASSENGER,Van - Passenger,Conventional/Hybrid,5.3,8.0,,A4,X,,18.6,13.9,16.5,17.0,,,,,,,380,,,0,0,1
CHEVROLET_EXPRESS 1500 PASSENGER_Van - Passenger_Conventional/Hybrid_A4,,CHEVROLET,EXPRESS 1500 PASSENGER,Van - Passenger,Conventional/Hybrid,5.3,8.0,,A4,E,,23.9,18.5,21.5,13.0,,,,,,,344,,,0,0,1
CHEVROLET_EXPRESS 1500 PASSENGER AWD_Van - Passenger_Conventional/Hybrid_A4,,CHEVROLET,EXPRESS 1500 PASSENGER AWD,Van - Passenger,Conventional/Hybrid,5.3,8.0,,A4,X,,18.3,14.2,16.5,17.0,,,,,,,380,,,0,0,1
CHEVROLET_EXPRESS 1500 PASSENGER AWD_Van - Passenger_Conventional/Hybrid_A4,,CHEVROLET,EXPRESS 1500 PASSENGER AWD,Van - Passenger,Conventional/Hybrid,5.3,8.0,,A4,E,,25.3,19.3,22.6,12.0,,,,,,,362,,,0,0,1
CHEVROLET_EXPRESS 2500 PASSENGER_Van - Passenger_Conventional/Hybrid_A6,,CHEVROLET,EXPRESS 2500 PASSENGER,Van - Passenger,Conventional/Hybrid,4.8,8.0,,A6,X,,21.1,14.2,18.0,16.0,,,,,,,414,,,0,0,1
CHEVROLET_EXPRESS 2500 PASSENGER_Van - Passenger_Conventional/Hybrid_A6,,CHEVROLET,EXPRESS 2500 PASSENGER,Van - Passenger,Conventional/Hybrid,6.0,8.0,,A6,X,,21.9,15.0,18.8,15.0,,,,,,,432,,,0,0,1
CHEVROLET_EXPRESS 2500 PASSENGER_Van - Passenger_Conventional/Hybrid_A6,,CHEVROLET,EXPRESS 2500 PASSENGER,Van - Passenger,Conventional/Hybrid,6.0,8.0,,A6,E,,30.0,20.4,25.7,11.0,,,,,,,411,,,0,0,1
CHEVROLET_EXPRESS 3500 PASSENGER_Van - Passenger_Conventional/Hybrid_A6,,CHEVROLET,EXPRESS 3500 PASSENGER,Van - Passenger,Conventional/Hybrid,4.8,8.0,,A6,X,,21.3,14.3,18.2,16.0,,,,,,,419,,,0,0,1
CHEVROLET_EXPRESS 3500 PASSENGER_Van - Passenger_Conventional/Hybrid_A6,,CHEVROLET,EXPRESS 3500 PASSENGER,Van - Passenger,Conventional/Hybrid,6.0,8.0,,A6,X,,22.1,15.0,18.9,15.0,,,,,,,435,,,0,0,1
CHEVROLET_EXPRESS 3500 PASSENGER_Van - Passenger_Conventional/Hybrid_A6,,CHEVROLET,EXPRESS 3500 PASSENGER,Van - Passenger,Conventional/Hybrid,6.0,8.0,,A6,E,,30.2,20.5,25.8,11.0,,,,,,,413,,,0,0,1
CHEVROLET_IMPALA_Full-Size_Conventional/Hybrid_AS6,,CHEVROLET,IMPALA,Full-Size,Conventional/Hybrid,2.5,4.0,,AS6,X,,11.3,7.5,9.6,29.0,,,,,,,221,,,0,0,1
CHEVROLET_IMPALA_Full-Size_Conventional/Hybrid_AS6,,CHEVROLET,IMPALA,Full-Size,Conventional/Hybrid,3.6,6.0,,AS6,X,,12.6,8.2,10.6,27.0,,,,,,,244,,,0,0,1
CHEVROLET_IMPALA_Full-Size_Conventional/Hybrid_AS6,,CHEVROLET,IMPALA,Full-Size,Conventional/Hybrid,3.6,6.0,,AS6,E,,16.7,11.3,14.3,20.0,,,,,,,229,,,0,0,1
