vehicle_id,Make,Model,Vehicle_Class,Vehicle_Type,Fuel_Type_Primary,Fuel_Type_Secondary,Transmission,Transmission_Type,Num_Gears,Is_SUV,Is_Truck,Model_Year,Engine_Size_L,Cylinders,Motor_kW,Fuel_Cons_City_L100km,Fuel_Cons_Hwy_L100km,Fuel_Cons_Comb_L100km,Elec_Cons_Comb_kWh100km,Elec_Range_km,Total_Range_km,Recharge_Time_h,CO2_Emissions_g_km,Fuel_Efficiency_Index,CO2_per_L_engine,City_Hwy_Fuel_Ratio,Electric_Efficiency_Index,Range_per_ChargeHour,Elec_Range_Share,cluster,Commercial_Label,Emissions_Risk_Label
BENTLEY_CONTINENTAL GT_Subcompact_Conventional/Hybrid_AS8,BENTLEY,CONTINENTAL GT,Subcompact,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,4.0,8.0,0.0,16.3,9.8,13.4,0.0,0.0,0.0,0.0,314,7.462686567164179,78.5,1.663265306122449,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BENTLEY_CONTINENTAL GT_Subcompact_Conventional/Hybrid_AS8,BENTLEY,CONTINENTAL GT,Subcompact,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,6.0,12.0,0.0,18.8,11.5,15.5,0.0,0.0,0.0,0.0,356,6.451612903225806,59.333333333333336,1.6347826086956525,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
BENTLEY_CONTINENTAL GTC_Subcompact_Conventional/Hybrid_AS8,BENTLEY,CONTINENTAL GTC,Subcompact,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,4.0,8.0,0.0,17.4,10.2,14.2,0.0,0.0,0.0,0.0,332,7.042253521126761,83.0,1.7058823529411764,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BENTLEY_CONTINENTAL GTC_Subcompact_Conventional/Hybrid_AS8,BENTLEY,CONTINENTAL GTC,Subcompact,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,6.0,12.0,0.0,20.0,12.2,16.5,0.0,0.0,0.0,0.0,380,6.0606060606060606,63.333333333333336,1.639344262295082,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
BENTLEY_CONTINENTAL GT SPEED CONVERTIBLE_Subcompact_Conventional/Hybrid_AS8,BENTLEY,CONTINENTAL GT SPEED CONVERTIBLE,Subcompact,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,6.0,12.0,0.0,20.0,12.2,16.5,0.0,0.0,0.0,0.0,380,6.0606060606060606,63.333333333333336,1.639344262295082,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
BENTLEY_FLYING SPUR_Mid-Size_Conventional/Hybrid_AS8,BENTLEY,FLYING SPUR,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,6.0,12.0,0.0,20.3,11.9,16.5,0.0,0.0,0.0,0.0,388,6.0606060606060606,64.66666666666667,1.7058823529411764,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
BENTLEY_MULSANNE_Mid-Size_Conventional/Hybrid_AS8,BENTLEY,MULSANNE,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,6.8,8.0,0.0,22.3,14.9,19.0,0.0,0.0,0.0,0.0,437,5.2631578947368425,64.26470588235294,1.4966442953020134,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
BMW_320i_Compact_Conventional/Hybrid_A8,BMW,320i,Compact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,2.0,4.0,0.0,10.0,6.5,8.4,0.0,0.0,0.0,0.0,193,11.904761904761903,96.5,1.5384615384615383,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_320i_Compact_Conventional/Hybrid_M6,BMW,320i,Compact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,2.0,4.0,0.0,10.4,6.7,8.7,0.0,0.0,0.0,0.0,200,11.49425287356322,100.0,1.5522388059701493,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_320i xDRIVE_Compact_Conventional/Hybrid_A8,BMW,320i xDRIVE,Compact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,2.0,4.0,0.0,10.2,7.0,8.8,0.0,0.0,0.0,0.0,202,11.363636363636363,101.0,1.457142857142857,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_328d xDRIVE_Compact_Conventional/Hybrid_A8,BMW,328d xDRIVE,Compact,Conventional/Hybrid,D,Unknown,A8,A,8.0,0,0,0.0,2.0,4.0,0.0,7.6,5.5,6.7,0.0,0.0,0.0,0.0,181,14.92537313432836,90.5,1.3818181818181818,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_328d xDRIVE TOURING_Station Wagon - Small_Conventional/Hybrid_A8,BMW,328d xDRIVE TOURING,Station Wagon - Small,Conventional/Hybrid,D,Unknown,A8,A,8.0,0,0,0.0,2.0,4.0,0.0,7.6,5.5,6.7,0.0,0.0,0.0,0.0,181,14.92537313432836,90.5,1.3818181818181818,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_328i_Compact_Conventional/Hybrid_A8,BMW,328i,Compact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,2.0,4.0,0.0,10.0,6.5,8.4,0.0,0.0,0.0,0.0,193,11.904761904761903,96.5,1.5384615384615383,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_328i_Compact_Conventional/Hybrid_M6,BMW,328i,Compact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,2.0,4.0,0.0,10.4,6.7,8.7,0.0,0.0,0.0,0.0,200,11.49425287356322,100.0,1.5522388059701493,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_328i xDRIVE_Compact_Conventional/Hybrid_A8,BMW,328i xDRIVE,Compact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,2.0,4.0,0.0,10.6,7.2,9.1,0.0,0.0,0.0,0.0,209,10.989010989010987,104.5,1.472222222222222,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_328i xDRIVE GRAN TURISMO_Full-Size_Conventional/Hybrid_A8,BMW,328i xDRIVE GRAN TURISMO,Full-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,2.0,4.0,0.0,10.6,7.2,9.1,0.0,0.0,0.0,0.0,209,10.989010989010987,104.5,1.472222222222222,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_328i xDRIVE TOURING_Station Wagon - Small_Conventional/Hybrid_A8,BMW,328i xDRIVE TOURING,Station Wagon - Small,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,2.0,4.0,0.0,10.6,7.2,9.1,0.0,0.0,0.0,0.0,209,10.989010989010987,104.5,1.472222222222222,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_335i_Compact_Conventional/Hybrid_A8,BMW,335i,Compact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,3.0,6.0,0.0,11.4,7.3,9.6,0.0,0.0,0.0,0.0,221,10.416666666666668,73.66666666666667,1.5616438356164384,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_335i_Compact_Conventional/Hybrid_M6,BMW,335i,Compact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,3.0,6.0,0.0,11.8,7.9,10.0,0.0,0.0,0.0,0.0,230,10.0,76.66666666666667,1.4936708860759491,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_335i xDRIVE_Compact_Conventional/Hybrid_A8,BMW,335i xDRIVE,Compact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,3.0,6.0,0.0,11.7,7.8,9.9,0.0,0.0,0.0,0.0,228,10.1010101010101,76.0,1.5,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_335i xDRIVE_Compact_Conventional/Hybrid_M6,BMW,335i xDRIVE,Compact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,3.0,6.0,0.0,11.9,8.3,10.3,0.0,0.0,0.0,0.0,237,9.70873786407767,79.0,1.433734939759036,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_335i xDRIVE GRAN TURISMO_Full-Size_Conventional/Hybrid_A8,BMW,335i xDRIVE GRAN TURISMO,Full-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,3.0,6.0,0.0,11.9,8.0,10.1,0.0,0.0,0.0,0.0,232,9.9009900990099,77.33333333333333,1.4875,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_428i COUPE_Compact_Conventional/Hybrid_A8,BMW,428i COUPE,Compact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,2.0,4.0,0.0,10.0,6.5,8.4,0.0,0.0,0.0,0.0,193,11.904761904761903,96.5,1.5384615384615383,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_428i COUPE_Compact_Conventional/Hybrid_M6,BMW,428i COUPE,Compact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,2.0,4.0,0.0,10.4,6.7,8.7,0.0,0.0,0.0,0.0,200,11.49425287356322,100.0,1.5522388059701493,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_428i xDRIVE COUPE_Compact_Conventional/Hybrid_A8,BMW,428i xDRIVE COUPE,Compact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,2.0,4.0,0.0,10.6,7.2,9.1,0.0,0.0,0.0,0.0,209,10.989010989010987,104.5,1.472222222222222,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_435i COUPE_Compact_Conventional/Hybrid_A8,BMW,435i COUPE,Compact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,3.0,6.0,0.0,11.4,7.3,9.6,0.0,0.0,0.0,0.0,221,10.416666666666668,73.66666666666667,1.5616438356164384,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_435i COUPE_Compact_Conventional/Hybrid_M6,BMW,435i COUPE,Compact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,3.0,6.0,0.0,11.8,7.9,10.0,0.0,0.0,0.0,0.0,230,10.0,76.66666666666667,1.4936708860759491,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_435i xDRIVE COUPE_Compact_Conventional/Hybrid_A8,BMW,435i xDRIVE COUPE,Compact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,3.0,6.0,0.0,11.7,7.8,9.9,0.0,0.0,0.0,0.0,228,10.1010101010101,76.0,1.5,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_435i xDRIVE COUPE_Compact_Conventional/Hybrid_M6,BMW,435i xDRIVE COUPE,Compact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,3.0,6.0,0.0,11.9,8.3,10.3,0.0,0.0,0.0,0.0,237,9.70873786407767,79.0,1.433734939759036,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_528i_Mid-Size_Conventional/Hybrid_A8,BMW,528i,Mid-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,2.0,4.0,0.0,10.2,7.0,8.8,0.0,0.0,0.0,0.0,202,11.363636363636363,101.0,1.457142857142857,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_528i xDRIVE_Mid-Size_Conventional/Hybrid_A8,BMW,528i xDRIVE,Mid-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,2.0,4.0,0.0,10.6,7.2,9.1,0.0,0.0,0.0,0.0,209,10.989010989010987,104.5,1.472222222222222,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_535d xDRIVE_Mid-Size_Conventional/Hybrid_A8,BMW,535d xDRIVE,Mid-Size,Conventional/Hybrid,D,Unknown,A8,A,8.0,0,0,0.0,3.0,6.0,0.0,9.2,6.4,7.9,0.0,0.0,0.0,0.0,213,12.658227848101266,71.0,1.4374999999999998,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_535i xDRIVE_Mid-Size_Conventional/Hybrid_A8,BMW,535i xDRIVE,Mid-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,3.0,6.0,0.0,11.9,8.0,10.1,0.0,0.0,0.0,0.0,232,9.9009900990099,77.33333333333333,1.4875,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_535i xDRIVE GRAN TURISMO_Full-Size_Conventional/Hybrid_A8,BMW,535i xDRIVE GRAN TURISMO,Full-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,3.0,6.0,0.0,12.5,8.6,10.7,0.0,0.0,0.0,0.0,246,9.345794392523365,82.0,1.4534883720930234,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_550i xDRIVE_Mid-Size_Conventional/Hybrid_A8,BMW,550i xDRIVE,Mid-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,4.4,8.0,0.0,14.4,9.6,12.2,0.0,0.0,0.0,0.0,281,8.196721311475411,63.86363636363636,1.5,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_550i xDRIVE GRAN TURISMO_Full-Size_Conventional/Hybrid_A8,BMW,550i xDRIVE GRAN TURISMO,Full-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,4.4,8.0,0.0,15.0,9.8,12.7,0.0,0.0,0.0,0.0,292,7.874015748031496,66.36363636363636,1.530612244897959,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_640i xDRIVE GRAN COUPE_Compact_Conventional/Hybrid_A8,BMW,640i xDRIVE GRAN COUPE,Compact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,3.0,6.0,0.0,11.9,8.0,10.1,0.0,0.0,0.0,0.0,232,9.9009900990099,77.33333333333333,1.4875,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_650i xDRIVE CABRIOLET_Subcompact_Conventional/Hybrid_A8,BMW,650i xDRIVE CABRIOLET,Subcompact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,4.4,8.0,0.0,15.0,9.8,12.7,0.0,0.0,0.0,0.0,292,7.874015748031496,66.36363636363636,1.530612244897959,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_650i xDRIVE COUPE_Compact_Conventional/Hybrid_A8,BMW,650i xDRIVE COUPE,Compact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,4.4,8.0,0.0,14.4,9.6,12.2,0.0,0.0,0.0,0.0,281,8.196721311475411,63.86363636363636,1.5,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_650i xDRIVE GRAN COUPE_Compact_Conventional/Hybrid_A8,BMW,650i xDRIVE GRAN COUPE,Compact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,4.4,8.0,0.0,15.0,9.8,12.7,0.0,0.0,0.0,0.0,292,7.874015748031496,66.36363636363636,1.530612244897959,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_740Li xDRIVE_Full-Size_Conventional/Hybrid_A8,BMW,740Li xDRIVE,Full-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,3.0,6.0,0.0,12.5,8.6,10.7,0.0,0.0,0.0,0.0,246,9.345794392523365,82.0,1.4534883720930234,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_750i xDRIVE_Full-Size_Conventional/Hybrid_A8,BMW,750i xDRIVE,Full-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,4.4,8.0,0.0,15.0,9.8,12.7,0.0,0.0,0.0,0.0,292,7.874015748031496,66.36363636363636,1.530612244897959,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_750Li xDRIVE_Full-Size_Conventional/Hybrid_A8,BMW,750Li xDRIVE,Full-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,4.4,8.0,0.0,15.0,9.8,12.7,0.0,0.0,0.0,0.0,292,7.874015748031496,66.36363636363636,1.530612244897959,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_760Li_Full-Size_Conventional/Hybrid_A8,BMW,760Li,Full-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,6.0,12.0,0.0,18.7,11.5,15.5,0.0,0.0,0.0,0.0,356,6.451612903225806,59.333333333333336,1.626086956521739,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
BMW_ACTIVEHYBRID 3_Compact_Conventional/Hybrid_A8,BMW,ACTIVEHYBRID 3,Compact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,3.0,6.0,0.0,9.2,7.1,8.3,0.0,0.0,0.0,0.0,191,12.048192771084336,63.66666666666666,1.295774647887324,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_ACTIVEHYBRID 5_Mid-Size_Conventional/Hybrid_A8,BMW,ACTIVEHYBRID 5,Mid-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,3.0,6.0,0.0,10.5,7.9,9.3,0.0,0.0,0.0,0.0,214,10.75268817204301,71.33333333333333,1.3291139240506329,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_ACTIVEHYBRID 7L_Full-Size_Conventional/Hybrid_A8,BMW,ACTIVEHYBRID 7L,Full-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,3.0,6.0,0.0,10.5,7.6,9.2,0.0,0.0,0.0,0.0,212,10.869565217391305,70.66666666666667,1.381578947368421,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_ALPINA B7 xDRIVE LWB_Full-Size_Conventional/Hybrid_A8,BMW,ALPINA B7 xDRIVE LWB,Full-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,4.4,8.0,0.0,15.0,9.8,12.7,0.0,0.0,0.0,0.0,292,7.874015748031496,66.36363636363636,1.530612244897959,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_ALPINA B7 xDRIVE SWB_Full-Size_Conventional/Hybrid_A8,BMW,ALPINA B7 xDRIVE SWB,Full-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,4.4,8.0,0.0,15.0,9.8,12.7,0.0,0.0,0.0,0.0,292,7.874015748031496,66.36363636363636,1.530612244897959,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_M5_Mid-Size_Conventional/Hybrid_AM7,BMW,M5,Mid-Size,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,4.4,8.0,0.0,17.3,11.5,14.7,0.0,0.0,0.0,0.0,338,6.802721088435375,76.81818181818181,1.5043478260869565,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_M5_Mid-Size_Conventional/Hybrid_M6,BMW,M5,Mid-Size,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,4.4,8.0,0.0,16.2,10.9,13.8,0.0,0.0,0.0,0.0,317,7.246376811594202,72.04545454545453,1.4862385321100915,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_M6_Compact_Conventional/Hybrid_AM7,BMW,M6,Compact,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,4.4,8.0,0.0,17.3,11.5,14.7,0.0,0.0,0.0,0.0,338,6.802721088435375,76.81818181818181,1.5043478260869565,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_M6_Compact_Conventional/Hybrid_M6,BMW,M6,Compact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,4.4,8.0,0.0,16.2,10.9,13.8,0.0,0.0,0.0,0.0,317,7.246376811594202,72.04545454545453,1.4862385321100915,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_M6 CABRIOLET_Subcompact_Conventional/Hybrid_AM7,BMW,M6 CABRIOLET,Subcompact,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,4.4,8.0,0.0,17.3,11.5,14.7,0.0,0.0,0.0,0.0,338,6.802721088435375,76.81818181818181,1.5043478260869565,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_M6 CABRIOLET_Subcompact_Conventional/Hybrid_M6,BMW,M6 CABRIOLET,Subcompact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,4.4,8.0,0.0,16.2,10.9,13.8,0.0,0.0,0.0,0.0,317,7.246376811594202,72.04545454545453,1.4862385321100915,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_M6 GRAN COUPE_Compact_Conventional/Hybrid_AM7,BMW,M6 GRAN COUPE,Compact,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,4.4,8.0,0.0,17.3,11.5,14.7,0.0,0.0,0.0,0.0,338,6.802721088435375,76.81818181818181,1.5043478260869565,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_M6 GRAN COUPE_Compact_Conventional/Hybrid_M6,BMW,M6 GRAN COUPE,Compact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,4.4,8.0,0.0,16.2,10.9,13.8,0.0,0.0,0.0,0.0,317,7.246376811594202,72.04545454545453,1.4862385321100915,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
BMW_X1 xDRIVE28i_Suv - Small_Conventional/Hybrid_A8,BMW,X1 xDRIVE28i,Suv - Small,Conventional/Hybrid,Z,Unknown,A8,A,8.0,1,0,0.0,2.0,4.0,0.0,10.6,7.2,9.1,0.0,0.0,0.0,0.0,209,10.989010989010987,104.5,1.472222222222222,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
BMW_X1 xDRIVE35i_Suv - Small_Conventional/Hybrid_A6,BMW,X1 xDRIVE35i,Suv - Small,Conventional/Hybrid,Z,Unknown,A6,A,6.0,1,0,0.0,3.0,6.0,0.0,13.2,8.9,11.3,0.0,0.0,0.0,0.0,260,8.849557522123893,86.66666666666667,1.4831460674157302,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
BMW_X3 xDRIVE28i_Suv - Small_Conventional/Hybrid_A8,BMW,X3 xDRIVE28i,Suv - Small,Conventional/Hybrid,Z,Unknown,A8,A,8.0,1,0,0.0,2.0,4.0,0.0,11.2,8.5,10.0,0.0,0.0,0.0,0.0,230,10.0,115.0,1.3176470588235294,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
BMW_X3 xDRIVE35i_Suv - Small_Conventional/Hybrid_A8,BMW,X3 xDRIVE35i,Suv - Small,Conventional/Hybrid,Z,Unknown,A8,A,8.0,1,0,0.0,3.0,6.0,0.0,12.6,9.1,11.0,0.0,0.0,0.0,0.0,253,9.090909090909092,84.33333333333333,1.3846153846153846,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
BMW_X5 xDRIVE35i_Suv - Standard_Conventional/Hybrid_A8,BMW,X5 xDRIVE35i,Suv - Standard,Conventional/Hybrid,Z,Unknown,A8,A,8.0,1,0,0.0,3.0,6.0,0.0,12.9,8.8,11.1,0.0,0.0,0.0,0.0,255,9.00900900900901,85.0,1.4659090909090908,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
BMW_X5 xDRIVE50i_Suv - Standard_Conventional/Hybrid_A8,BMW,X5 xDRIVE50i,Suv - Standard,Conventional/Hybrid,Z,Unknown,A8,A,8.0,1,0,0.0,4.4,8.0,0.0,16.3,10.9,13.9,0.0,0.0,0.0,0.0,320,7.194244604316546,72.72727272727272,1.4954128440366972,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
BMW_X6 M_Suv - Standard_Conventional/Hybrid_A6,BMW,X6 M,Suv - Standard,Conventional/Hybrid,Z,Unknown,A6,A,6.0,1,0,0.0,4.4,8.0,0.0,18.1,13.7,16.1,0.0,0.0,0.0,0.0,370,6.211180124223602,84.09090909090908,1.321167883211679,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
BMW_X6 xDRIVE35i_Suv - Standard_Conventional/Hybrid_A8,BMW,X6 xDRIVE35i,Suv - Standard,Conventional/Hybrid,Z,Unknown,A8,A,8.0,1,0,0.0,3.0,6.0,0.0,13.6,9.8,11.9,0.0,0.0,0.0,0.0,274,8.403361344537815,91.33333333333331,1.387755102040816,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
BMW_X6 xDRIVE50i_Suv - Standard_Conventional/Hybrid_A8,BMW,X6 xDRIVE50i,Suv - Standard,Conventional/Hybrid,Z,Unknown,A8,A,8.0,1,0,0.0,4.4,8.0,0.0,16.4,11.3,14.1,0.0,0.0,0.0,0.0,324,7.092198581560284,73.63636363636363,1.4513274336283184,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
BMW_Z4 sDRIVE28i_Two-Seater_Conventional/Hybrid_A8,BMW,Z4 sDRIVE28i,Two-Seater,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,2.0,4.0,0.0,10.8,7.1,9.1,0.0,0.0,0.0,0.0,209,10.989010989010987,104.5,1.5211267605633805,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_Z4 sDRIVE28i_Two-Seater_Conventional/Hybrid_M6,BMW,Z4 sDRIVE28i,Two-Seater,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,2.0,4.0,0.0,10.4,6.7,8.7,0.0,0.0,0.0,0.0,200,11.49425287356322,100.0,1.5522388059701493,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
