Model_Year,Make,Model,Vehicle_Class,Vehicle_Type,Engine_Size_L,Cylinders,Motor_kW,Transmission,Fuel_Type_Primary,Fuel_Type_Secondary,Fuel_Cons_City_L100km,Fuel_Cons_Hwy_L100km,Fuel_Cons_Comb_L100km,Fuel_Cons_Comb_mpg,Elec_Cons_City_kWh100km,Elec_Cons_Hwy_kWh100km,Elec_Cons_Comb_kWh100km,Elec_Range_km,Total_Range_km,Recharge_Time_h,CO2_Emissions_g_km,CO2_Rating,Smog_Rating
,LEXUS,LX 570,Suv - Standard,Conventional/Hybrid,5.7,8.0,,AS8,Z,,18.2,12.8,15.8,18.0,,,,,,,371,,
,LEXUS,NX 300 AWD,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,Z,,10.7,8.5,9.7,29.0,,,,,,,226,,
,LEXUS,NX 300 AWD F SPORT,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,Z,,10.8,8.9,9.9,29.0,,,,,,,232,,
,LEXUS,NX 300h AWD,Suv - Small,Conventional/Hybrid,2.5,4.0,,AV6,X,,7.2,7.9,7.5,38.0,,,,,,,176,,
,LEXUS,RC 300 AWD,Subcompact,Conventional/Hybrid,3.5,6.0,,AS6,Z,,13.1,9.8,11.2,25.0,,,,,,,262,,
,LEXUS,RC 350 AWD,Subcompact,Conventional/Hybrid,3.5,6.0,,AS6,Z,,13.1,9.8,11.2,25.0,,,,,,,262,,
,LEXUS,RC F,Subcompact,Conventional/Hybrid,5.0,8.0,,AS8,Z,,15.2,9.5,12.6,22.0,,,,,,,289,,
,LEXUS,RX 350 AWD,Suv - Small,Conventional/Hybrid,3.5,6.0,,AS8,X,,12.2,9.0,10.8,26.0,,,,,,,252,,
,LEXUS,RX 350 L AWD,Suv - Small,Conventional/Hybrid,3.5,6.0,,AS8,X,,13.1,9.4,11.1,25.0,,,,,,,268,,
,LEXUS,RX 450h AWD,Suv - Standard,Conventional/Hybrid,3.5,6.0,,AV6,Z,,7.5,8.4,7.9,36.0,,,,,,,185,,
,LEXUS,RX 450h L AWD,Suv - Standard,Conventional/Hybrid,3.5,6.0,,AV6,Z,,8.1,8.4,8.1,35.0,,,,,,,190,,
,LEXUS,UX 200,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS10,X,,8.0,6.3,7.2,39.0,,,,,,,168,,
,LEXUS,UX 250h,Compact,Conventional/Hybrid,2.0,4.0,,AV6,X,,5.5,5.7,5.6,50.0,,,,,,,130,,
,LEXUS,UX 250h AWD,Compact,Conventional/Hybrid,2.0,4.0,,AV6,X,,5.7,6.2,6.0,47.0,,,,,,,140,,
,LINCOLN,Continental AWD,Full-Size,Conventional/Hybrid,2.7,6.0,,AS6,X,,14.0,9.4,12.0,24.0,,,,,,,281,,
,LINCOLN,Continental AWD,Full-Size,Conventional/Hybrid,3.0,6.0,,AS6,X,,14.5,9.8,12.3,23.0,,,,,,,289,,
,LINCOLN,Continental AWD,Full-Size,Conventional/Hybrid,3.7,6.0,,AS6,X,,14.3,9.7,12.2,23.0,,,,,,,287,,
,LINCOLN,MKC AWD,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,12.3,9.3,11.0,26.0,,,,,,,257,,
,LINCOLN,MKC AWD (Start/Stop),Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,12.2,9.3,10.9,26.0,,,,,,,256,,
,LINCOLN,MKC AWD,Suv - Small,Conventional/Hybrid,2.3,4.0,,AS6,X,,13.1,9.5,11.5,25.0,,,,,,,270,,
,LINCOLN,MKT AWD,Suv - Standard,Conventional/Hybrid,3.5,6.0,,AS6,X,,15.7,11.2,13.7,21.0,,,,,,,322,,
,LINCOLN,MKT Livery AWD,Special Purpose Vehicle,Conventional/Hybrid,3.7,6.0,,A6,X,,14.7,10.3,12.7,22.0,,,,,,,297,,
,LINCOLN,MKZ AWD,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,12.1,8.4,10.4,27.0,,,,,,,245,,
,LINCOLN,MKZ AWD,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS6,X,,14.0,9.2,11.8,24.0,,,,,,,278,,
,LINCOLN,MKZ Hybrid,Mid-Size,Conventional/Hybrid,2.0,4.0,,AV,X,,5.7,6.2,5.9,48.0,,,,,,,139,,
,LINCOLN,Nautilus,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS8,X,,12.0,9.6,10.7,26.0,,,,,,,250,,
,LINCOLN,Nautilus,Suv - Small,Conventional/Hybrid,2.7,6.0,,AS8,X,,12.6,9.2,11.0,26.0,,,,,,,259,,
,LINCOLN,Navigator 4X4,Suv - Standard,Conventional/Hybrid,3.5,6.0,,AS10,X,,15.0,11.4,13.4,21.0,,,,,,,314,,
,MASERATI,Ghibli,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,14.1,9.8,12.2,23.0,,,,,,,286,,
,MASERATI,Ghibli S,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,14.7,9.9,12.6,22.0,,,,,,,295,,
,MASERATI,Ghibli SQ4,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,14.7,9.9,12.6,22.0,,,,,,,295,,
,MASERATI,GranTurismo Convertible,Subcompact,Conventional/Hybrid,4.7,8.0,,AS6,Z,,17.8,11.6,15.0,19.0,,,,,,,354,,
,MASERATI,Levante,Suv - Standard,Conventional/Hybrid,3.0,6.0,,AS8,Z,,15.9,11.1,13.7,21.0,,,,,,,324,,
,MASERATI,Levante S,Suv - Standard,Conventional/Hybrid,3.0,6.0,,AS8,Z,,16.1,11.4,14.0,20.0,,,,,,,330,,
,MASERATI,Levante GTS,Suv - Standard,Conventional/Hybrid,3.8,8.0,,AS8,Z,,17.9,12.9,15.3,18.0,,,,,,,360,,
,MASERATI,Levante Trofeo,Suv - Standard,Conventional/Hybrid,3.8,8.0,,AS8,Z,,17.9,12.9,15.3,18.0,,,,,,,360,,
,MASERATI,Quattroporte S,Full-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,15.1,10.3,12.8,22.0,,,,,,,299,,
,MASERATI,Quattroporte SQ4,Full-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,15.0,10.3,12.8,22.0,,,,,,,301,,
,MASERATI,Quattroporte GTS,Full-Size,Conventional/Hybrid,3.8,8.0,,AS8,Z,,16.0,10.8,13.7,21.0,,,,,,,321,,
,MAZDA,CX-3,Compact,Conventional/Hybrid,2.0,4.0,,AS6,X,,8.3,6.9,7.7,37.0,,,,,,,179,,
,MAZDA,CX-3,Compact,Conventional/Hybrid,2.0,4.0,,M6,X,,8.8,7.0,8.0,35.0,,,,,,,186,,
,MAZDA,CX-3 4WD,Compact,Conventional/Hybrid,2.0,4.0,,AS6,X,,8.6,7.4,8.1,35.0,,,,,,,189,,
,MAZDA,CX-5,Suv - Small,Conventional/Hybrid,2.0,4.0,,M6,X,,9.7,7.7,8.8,32.0,,,,,,,206,,
,MAZDA,CX-5,Suv - Small,Conventional/Hybrid,2.5,4.0,,AS6,X,,9.7,7.8,8.8,32.0,,,,,,,206,,
,MAZDA,CX-5 (Cylinder Deactivation),Suv - Small,Conventional/Hybrid,2.5,4.0,,AS6,X,,9.3,7.6,8.5,33.0,,,,,,,201,,
,MAZDA,CX-5 4WD,Suv - Small,Conventional/Hybrid,2.5,4.0,,AS6,X,,10.2,8.2,9.3,30.0,,,,,,,217,,
,MAZDA,CX-5 4WD (Cylinder Deactivation),Suv - Small,Conventional/Hybrid,2.5,4.0,,AS6,X,,9.8,7.9,9.0,31.0,,,,,,,208,,
,MAZDA,CX-5 Turbo 4WD,Suv - Small,Conventional/Hybrid,2.5,4.0,,AS6,X,,10.8,8.7,9.8,29.0,,,,,,,230,,
,MAZDA,CX-5 Diesel 4WD,Suv - Small,Conventional/Hybrid,2.2,4.0,,AS6,D,,8.9,7.9,8.4,34.0,,,,,,,227,,
,MAZDA,CX-9,Suv - Small,Conventional/Hybrid,2.5,4.0,,AS6,X,,10.6,8.4,9.6,29.0,,,,,,,225,,
,MAZDA,CX-9 4WD,Suv - Small,Conventional/Hybrid,2.5,4.0,,AS6,X,,11.6,9.1,10.5,27.0,,,,,,,244,,
,MAZDA,Mazda3 4-Door,Compact,Conventional/Hybrid,2.0,4.0,,AS6,X,,8.4,6.6,7.6,37.0,,,,,,,178,,
,MAZDA,Mazda3 4-Door (SIL),Compact,Conventional/Hybrid,2.0,4.0,,M6,X,,8.7,6.4,7.7,37.0,,,,,,,180,,
,MAZDA,Mazda3 4-Door,Compact,Conventional/Hybrid,2.5,4.0,,AS6,X,,8.8,6.4,7.7,37.0,,,,,,,181,,
,MAZDA,Mazda3 4-Door (Cylinder Deactivation),Compact,Conventional/Hybrid,2.5,4.0,,AS6,X,,8.8,6.6,7.8,36.0,,,,,,,183,,
,MAZDA,Mazda3 4-Door 4WD,Compact,Conventional/Hybrid,2.5,4.0,,AS6,X,,9.2,7.0,8.2,34.0,,,,,,,192,,
,MAZDA,Mazda3 5-Door,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,8.6,6.7,7.7,37.0,,,,,,,181,,
,MAZDA,Mazda3 5-Door (SIL),Mid-Size,Conventional/Hybrid,2.0,4.0,,M6,X,,8.7,6.6,7.8,36.0,,,,,,,181,,
,MAZDA,Mazda3 5-Door,Mid-Size,Conventional/Hybrid,2.5,4.0,,AS6,X,,9.0,6.8,8.0,35.0,,,,,,,187,,
,MAZDA,Mazda3 5-Door,Mid-Size,Conventional/Hybrid,2.5,4.0,,M6,X,,9.2,6.6,8.1,35.0,,,,,,,189,,
,MAZDA,Mazda3 5-Door 4WD,Mid-Size,Conventional/Hybrid,2.5,4.0,,AS6,X,,9.8,7.4,8.7,32.0,,,,,,,204,,
,MAZDA,Mazda6,Mid-Size,Conventional/Hybrid,2.5,4.0,,AS6,X,,9.1,6.7,8.0,35.0,,,,,,,187,,
,MAZDA,Mazda6 Turbo,Mid-Size,Conventional/Hybrid,2.5,4.0,,AS6,X,,10.0,7.5,8.9,32.0,,,,,,,208,,
,MAZDA,MX-5,Two-Seater,Conventional/Hybrid,2.0,4.0,,AS6,Z,,9.0,6.6,7.9,36.0,,,,,,,186,,
,MAZDA,MX-5 (SIL),Two-Seater,Conventional/Hybrid,2.0,4.0,,M6,Z,,9.0,7.0,8.1,35.0,,,,,,,189,,
,MERCEDES-BENZ,A 220,Subcompact,Conventional/Hybrid,2.0,4.0,,AM7,Z,,9.7,6.8,8.4,34.0,,,,,,,195,,
,MERCEDES-BENZ,A 220 4MATIC,Subcompact,Conventional/Hybrid,2.0,4.0,,AM7,Z,,9.6,7.1,8.5,33.0,,,,,,,199,,
,MERCEDES-BENZ,A 250,Station Wagon - Small,Conventional/Hybrid,2.0,4.0,,AM7,Z,,9.4,6.8,8.3,34.0,,,,,,,192,,
,MERCEDES-BENZ,A 250 4MATIC,Station Wagon - Small,Conventional/Hybrid,2.0,4.0,,AM7,Z,,9.9,7.0,8.6,33.0,,,,,,,201,,
,MERCEDES-BENZ,AMG C 43 4MATIC,Compact,Conventional/Hybrid,3.0,6.0,,A9,Z,,12.4,8.7,10.7,26.0,,,,,,,253,,
,MERCEDES-BENZ,AMG C 43 4MATIC Cabriolet,Subcompact,Conventional/Hybrid,3.0,6.0,,A9,Z,,12.7,9.2,11.2,25.0,,,,,,,263,,
,MERCEDES-BENZ,AMG C 43 4MATIC Coupe,Subcompact,Conventional/Hybrid,3.0,6.0,,A9,Z,,12.9,8.8,11.1,25.0,,,,,,,255,,
,MERCEDES-BENZ,AMG C 43 4MATIC Wagon,Station Wagon - Small,Conventional/Hybrid,3.0,6.0,,A9,Z,,12.4,8.9,10.8,26.0,,,,,,,255,,
,MERCEDES-BENZ,AMG C 63,Compact,Conventional/Hybrid,4.0,8.0,,A9,Z,,13.2,8.7,11.2,25.0,,,,,,,263,,
,MERCEDES-BENZ,AMG C 63 S,Compact,Conventional/Hybrid,4.0,8.0,,A9,Z,,13.2,8.7,11.2,25.0,,,,,,,263,,
,MERCEDES-BENZ,AMG C 63 S Cabriolet,Subcompact,Conventional/Hybrid,4.0,8.0,,A9,Z,,13.9,9.7,12.0,24.0,,,,,,,282,,
,MERCEDES-BENZ,AMG C 63 S Coupe,Subcompact,Conventional/Hybrid,4.0,8.0,,A9,Z,,13.9,9.2,11.8,24.0,,,,,,,277,,
,MERCEDES-BENZ,AMG CLA 45 4MATIC,Minicompact,Conventional/Hybrid,2.0,4.0,,AM7,Z,,10.3,7.9,9.2,31.0,,,,,,,217,,
,MERCEDES-BENZ,AMG CLS 53 4MATIC+,Compact,Conventional/Hybrid,3.0,6.0,,A9,Z,,12.4,8.7,10.7,26.0,,,,,,,235,,
,MERCEDES-BENZ,AMG E 53 4MATIC+,Mid-Size,Conventional/Hybrid,3.0,6.0,,A9,Z,,11.2,8.3,9.9,29.0,,,,,,,232,,
,MERCEDES-BENZ,AMG E 53 4MATIC+ Cabriolet,Subcompact,Conventional/Hybrid,3.0,6.0,,A9,Z,,12.5,9.0,10.9,26.0,,,,,,,245,,
,MERCEDES-BENZ,AMG E 53 4MATIC+ Coupe,Subcompact,Conventional/Hybrid,3.0,6.0,,A9,Z,,12.3,8.5,10.6,27.0,,,,,,,237,,
,MERCEDES-BENZ,AMG E 53 4MATIC+ Wagon,Station Wagon - Mid-Size,Conventional/Hybrid,3.0,6.0,,A9,Z,,11.5,8.6,10.2,28.0,,,,,,,239,,
,MERCEDES-BENZ,AMG E 63 S 4MATIC+,Mid-Size,Conventional/Hybrid,4.0,8.0,,A9,Z,,16.0,10.5,13.5,21.0,,,,,,,318,,
,MERCEDES-BENZ,AMG E 63 S 4MATIC+ Wagon,Station Wagon - Mid-Size,Conventional/Hybrid,4.0,8.0,,A9,Z,,14.6,10.4,12.7,22.0,,,,,,,299,,
,MERCEDES-BENZ,AMG G 63,Suv - Standard,Conventional/Hybrid,4.0,8.0,,A9,Z,,18.1,15.6,17.0,17.0,,,,,,,396,,
,MERCEDES-BENZ,AMG GLA 45 4MATIC,Station Wagon - Mid-Size,Conventional/Hybrid,2.0,4.0,,AM7,Z,,10.7,8.3,9.6,29.0,,,,,,,225,,
,MERCEDES-BENZ,AMG GLC 43 4MATIC,Suv - Small,Conventional/Hybrid,3.0,6.0,,A9,Z,,12.5,9.6,11.2,25.0,,,,,,,262,,
,MERCEDES-BENZ,AMG GLC 43 4MATIC Coupe,Suv - Small,Conventional/Hybrid,3.0,6.0,,A9,Z,,12.6,9.7,11.3,25.0,,,,,,,265,,
,MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,Suv - Small,Conventional/Hybrid,4.0,8.0,,A9,Z,,15.0,10.9,13.2,21.0,,,,,,,309,,
,MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ Coupe,Suv - Small,Conventional/Hybrid,4.0,8.0,,A9,Z,,15.0,10.9,13.2,21.0,,,,,,,309,,
,MERCEDES-BENZ,AMG GLE 43 4MATIC,Suv - Standard,Conventional/Hybrid,3.0,6.0,,A9,Z,,14.0,10.6,12.4,23.0,,,,,,,292,,
,MERCEDES-BENZ,AMG GLE 43 4MATIC Coupe,Suv - Standard,Conventional/Hybrid,3.0,6.0,,A9,Z,,14.1,10.9,12.6,22.0,,,,,,,297,,
,MERCEDES-BENZ,AMG GLE 63 S 4MATIC,Suv - Standard,Conventional/Hybrid,4.7,8.0,,A7,Z,,17.7,13.4,15.8,18.0,,,,,,,370,,
,MERCEDES-BENZ,AMG GLE 63 S 4MATIC Coupe,Suv - Standard,Conventional/Hybrid,4.7,8.0,,A7,Z,,17.2,12.8,15.2,19.0,,,,,,,357,,
,MERCEDES-BENZ,AMG GLS 63 4MATIC,Suv - Standard,Conventional/Hybrid,4.7,8.0,,A7,Z,,17.8,13.2,15.7,18.0,,,,,,,370,,
,MERCEDES-BENZ,AMG GT 53 4MATIC+ Coupe,Compact,Conventional/Hybrid,3.0,6.0,,A9,Z,,12.4,9.8,11.2,25.0,,,,,,,264,,
,MERCEDES-BENZ,AMG GT 63 4MATIC+ Coupe,Compact,Conventional/Hybrid,4.0,8.0,,A9,Z,,15.5,11.5,13.7,21.0,,,,,,,323,,
,MERCEDES-BENZ,AMG GT 63 S 4MATIC+ Coupe,Compact,Conventional/Hybrid,4.0,8.0,,A9,Z,,15.6,11.5,13.7,21.0,,,,,,,324,,
,MERCEDES-BENZ,AMG GT C Coupe,Two-Seater,Conventional/Hybrid,4.0,8.0,,AM7,Z,,15.3,11.4,13.5,21.0,,,,,,,315,,
,MERCEDES-BENZ,AMG GT C Roadster,Two-Seater,Conventional/Hybrid,4.0,8.0,,AM7,Z,,15.2,11.4,13.5,21.0,,,,,,,315,,
,MERCEDES-BENZ,AMG GT R Coupe,Two-Seater,Conventional/Hybrid,4.0,8.0,,AM7,Z,,15.9,11.8,14.0,20.0,,,,,,,327,,
,MERCEDES-BENZ,AMG S 63 4MATIC+,Full-Size,Conventional/Hybrid,4.0,8.0,,A9,Z,,14.1,8.9,11.8,24.0,,,,,,,275,,
,MERCEDES-BENZ,AMG S 63 4MATIC+ Cabriolet,Subcompact,Conventional/Hybrid,4.0,8.0,,A9,Z,,15.8,9.8,13.1,22.0,,,,,,,306,,
,MERCEDES-BENZ,AMG S 63 4MATIC+ Coupe,Compact,Conventional/Hybrid,4.0,8.0,,A9,Z,,14.0,8.7,11.6,24.0,,,,,,,271,,
,MERCEDES-BENZ,AMG S 65,Full-Size,Conventional/Hybrid,6.0,12.0,,A7,Z,,18.6,10.9,15.1,19.0,,,,,,,356,,
,MERCEDES-BENZ,AMG S 65 Cabriolet,Subcompact,Conventional/Hybrid,6.0,12.0,,A9,Z,,17.1,11.0,14.3,20.0,,,,,,,337,,
,MERCEDES-BENZ,AMG S 65 Coupe,Compact,Conventional/Hybrid,6.0,12.0,,A9,Z,,17.6,11.0,14.6,19.0,,,,,,,343,,
,MERCEDES-BENZ,AMG SL 63,Two-Seater,Conventional/Hybrid,5.5,8.0,,A7,Z,,15.3,10.2,13.0,22.0,,,,,,,303,,
,MERCEDES-BENZ,AMG SLC 43,Two-Seater,Conventional/Hybrid,3.0,6.0,,A9,Z,,11.8,8.2,10.2,28.0,,,,,,,238,,
,MERCEDES-BENZ,B 250,Station Wagon - Small,Conventional/Hybrid,2.0,4.0,,AM7,Z,,9.8,6.8,8.4,34.0,,,,,,,196,,
,MERCEDES-BENZ,B 250 4MATIC,Station Wagon - Small,Conventional/Hybrid,2.0,4.0,,AM7,Z,,10.3,7.8,9.1,31.0,,,,,,,215,,
,MERCEDES-BENZ,C 300 4MATIC,Compact,Conventional/Hybrid,2.0,4.0,,A9,Z,,11.0,7.3,9.4,30.0,,,,,,,219,,
,MERCEDES-BENZ,C 300 4MATIC Cabriolet,Subcompact,Conventional/Hybrid,2.0,4.0,,A9,Z,,11.3,8.1,9.9,29.0,,,,,,,231,,
,MERCEDES-BENZ,C 300 4MATIC Coupe,Subcompact,Conventional/Hybrid,2.0,4.0,,A9,Z,,10.9,7.7,9.5,30.0,,,,,,,221,,
,MERCEDES-BENZ,C 300 4MATIC Wagon,Station Wagon - Small,Conventional/Hybrid,2.0,4.0,,A9,Z,,10.9,7.7,9.5,30.0,,,,,,,221,,
,MERCEDES-BENZ,CLA 250,Minicompact,Conventional/Hybrid,2.0,4.0,,AM7,Z,,9.6,6.6,8.2,34.0,,,,,,,193,,
,MERCEDES-BENZ,CLA 250 4MATIC,Minicompact,Conventional/Hybrid,2.0,4.0,,AM7,Z,,9.9,7.3,8.7,32.0,,,,,,,204,,
,MERCEDES-BENZ,CLS 450 4MATIC,Compact,Conventional/Hybrid,3.0,6.0,,A9,Z,,11.3,7.9,9.8,29.0,,,,,,,213,,
,MERCEDES-BENZ,E 300 4MATIC,Mid-Size,Conventional/Hybrid,2.0,4.0,,A9,Z,,11.0,8.1,9.7,29.0,,,,,,,228,,
,MERCEDES-BENZ,E 450 4MATIC,Mid-Size,Conventional/Hybrid,3.0,6.0,,A9,Z,,11.8,8.5,10.3,27.0,,,,,,,244,,
,MERCEDES-BENZ,E 450 4MATIC Cabriolet,Subcompact,Conventional/Hybrid,3.0,6.0,,A9,Z,,12.7,10.1,11.6,24.0,,,,,,,271,,
,MERCEDES-BENZ,E 450 4MATIC Coupe,Subcompact,Conventional/Hybrid,3.0,6.0,,A9,Z,,12.5,9.1,11.0,26.0,,,,,,,257,,
,MERCEDES-BENZ,E 450 4MATIC Wagon,Station Wagon - Mid-Size,Conventional/Hybrid,3.0,6.0,,A9,Z,,12.3,8.9,10.8,26.0,,,,,,,254,,
,MERCEDES-BENZ,G 550,Suv - Standard,Conventional/Hybrid,4.0,8.0,,A9,Z,,18.0,14.1,16.3,17.0,,,,,,,378,,
,MERCEDES-BENZ,GLA 250 4MATIC,Suv - Small,Conventional/Hybrid,2.0,4.0,,AM7,Z,,10.1,7.6,9.0,31.0,,,,,,,209,,
,MERCEDES-BENZ,GLC 300 4MATIC,Suv - Small,Conventional/Hybrid,2.0,4.0,,A9,Z,,11.0,8.7,10.0,28.0,,,,,,,234,,
